Protein,Delta,DeltaSquared
DUSP6_Abcam,0.066461199,0.088587659
EFNA5_Abcam,-0.039644175,0.021123618
CEACAM6_AvivaUV,0.135484193,0.153529572
EFNB3_Abcam,0.06083471,0.034756338
SERPINC1_AvivaUV,0.084914825,0.159097729
EIF6_Abcam,0.010309945,0.114058322
CD1E_AvivaUV,0.006189173,0.059649422
CPLX1_Abcam,-0.03329757,0.030948516
ABCB4_AvivaUV,-0.037326241,0.039176189
CPN1_Abcam,0.009308551,0.21469155
KRT17_AvivaUV,-0.019033562,0.097079897
CSF2_Abcam,-0.026227632,0.044613926
LAMA5_AvivaUV,0.02440093,0.060662156
CSF3_Abcam,0.062225414,0.027467478
TIAF1_Abcam,-0.088355842,0.075036805
PEBP1_R&D,0.019438628,0.030364279
TLN1_Abcam,0.035627372,0.128910737
MAPK8(T183/Y185)_R&D,0.088880987,0.079359641
LAMC1_R&D,-0.026410937,0.020603161
TNFRSF17_Abcam,0.031861529,0.042847005
LYVE1_R&D,-0.019533085,0.030260042
TNFRSF17_Abcam,0.059500468,0.088555784
MMP12_R&D,-0.044172393,0.048989302
TNFRSF1B _Abcam,0.068492165,0.189109935
PCSK9_R&D,0.04684124,0.151480988
NID1_R&D,0.047723605,0.032892312
TNK2_Abcam,-0.019768016,0.029607376
KIT(Y730)_R&D,0.051600216,0.022996271
TFRC_Abcam,0.016190313,0.046794452
MIF_R&D,-0.021448688,0.033070663
TGFA_Abcam,0.064335984,0.028492938
PIK3CD_R&D,0.042319683,0.03325332
TGFB1_Abcam,-0.036795397,0.086722175
KRT8_R&D,0.05819675,0.177269913
CD8B_AvivaUV,0.149062388,0.22249344
F5_Abcam,0.106336308,0.053295171
CD209_AvivaUV,-0.066003076,0.197032971
F5_Abcam,0.061624251,0.0462474
F5_Abcam,-0.035133718,0.065783618
F7_Abcam,-0.034787297,0.11296672
RPS12_AvivaUV,0.042140006,0.122090151
FABP5L2;FABP5L9;FABP5;FABP5L7_Abcam,0.014176471,0.06985789
MTAP_AvivaUV,0.000875211,0.050323749
SIVA1_AvivaUV,-0.035891272,0.036878971
FASLG_Abcam,-0.006687777,0.055059694
ENO2_Abcam,0.080103411,0.10798239
FAT4_AvivaUV,0.041209468,0.066202297
ENO2_Abcam,0.070266507,0.084348773
MDH1_AvivaUV,-0.033727781,0.134514867
ENO3_Abcam,-0.006467005,0.041787178
EREG_Abcam,-0.035303024,0.16063109
LTBP1_R&D,0.048147813,0.138140087
YWHAB (also detects YWHAZ)_Abcam,-0.017159275,0.172145801
MAPK11_R&D,0.022310826,0.209615691
ZYX_Abcam,0.010792986,0.013793167
MMP11_R&D,0.027524577,0.014362287
GATA2_Abcam,-0.013796178,0.026227114
MET_R&D,0.055861614,0.033655962
VASN_Abcam,0.078433441,0.029056779
NCSTN_R&D,0.021395023,0.035172198
EFNA5_Santa,0.03692143,0.022293887
PECAM1_R&D,0.047713473,0.016081054
TPI1_Abcam,0.020360658,0.029893091
HSPBP1_USBio,0.025838291,0.018388978
PARK7_R&D,-0.004561221,0.083482772
SMS_USBio,-0.00234655,0.033077074
VASP_USBio,0.004020485,0.015789346
NOTCH4_R&D,0.018361906,0.037477589
TTK_Abcam,-0.016981296,0.099536445
PEAR1_R&D,-0.010145291,0.051301505
VCL_Abcam,-0.001152277,0.056584098
MAP2K4_R&D,0.006744128,0.075892808
VEGFA_Abcam,-0.004902234,0.066187036
MAP3K3_R&D,-0.059653018,0.155779771
FGFBP1_Abcam,-0.056144443,0.032216063
EIF3B_AvivaUV,-0.055835922,0.071111393
GTF2A2_Abcam,0.076716761,0.101125566
SERPINB1_AvivaUV,0.022644485,0.371769607
GZMB_Abcam,-0.019782241,0.09633248
APP_AvivaUV,0.002172757,0.10536769
HBEGF_Abcam,0.125543645,0.096474879
FOXO4_AvivaUV,-0.045558769,0.043034265
HMGCS2_Abcam,0.044217495,0.229688656
WNT2_AvivaUV,-0.015753737,0.054738271
HOXC11_Abcam,0.060051467,0.031620651
MUC13_AvivaUV,-0.016262978,0.037458374
APOBEC3F_AvivaUV,0.052737751,0.028462501
HSPA1A_Abcam,-0.006275265,0.022730272
HSPA1A_Abcam,0.017829183,0.071173113
FUT4_Abcam,0.053834345,0.120600435
NCOR1_AvivaUV,0.000535762,0.07885325
GADD45A_Abcam,-0.064471774,0.266668963
GALK1_Abcam,0.013693641,0.041791463
APOA1_AvivaUV,0.025587797,0.020009926
GRB2_Abcam,0.022417113,0.081685025
APOA4_AvivaUV,-0.066155762,0.114416002
AKT1_BD,-0.009661404,0.050890146
NEUROG2_AvivaUV,0.047594944,0.051090918
PDPK1_BD,0.135500471,0.070135963
FOXO1_AvivaUV,0.025635425,0.065176625
APAF1_BD,-0.023155177,0.026175735
MAP3K5_AvivaUV,-0.040507167,0.208187823
XIAP_BD,-0.029823002,0.037023546
SFRP4_AvivaUV,0.023329577,0.018668895
NCBP2_BD,-0.067409882,0.068160205
RASGRP3_AvivaUV,-0.021605021,0.025905546
TP53_BD,-0.023857206,0.069155479
PRKAG2_AvivaUV,0.010074074,0.041571129
IRS1_BD,0.066285198,0.072987162
MDH2_AvivaUV,0.130810611,0.178110473
RPS6KB1_BD,0.082440053,0.118302693
PIK3_BD,0.001042706,0.028244053
PSMB5_AvivaUV,0.048583038,0.04555103
FGF12_AvivaUV,0.015212263,0.094846985
SPINT2_R&D,0.00682455,0.015535296
UBR4_AvivaUV,0.042790774,0.033864887
FGF2_Abcam,0.008947829,0.091747325
GPX2_Abcam,-0.012674751,0.119738257
CLDN14_AvivaUV,0.036821572,0.069404897
SLC2A1_Abcam,-0.051252077,0.042267841
SCNN1G_AvivaUV,0.063972679,0.081967115
FIGF_Abnova,0.027913497,0.062884895
SMARCA2_Abcam,0.025155037,0.051028919
ST18_AvivaUV,0.059543874,0.046519041
FAM82B_Abcam,0.050879398,0.136223553
CAPN6_AvivaUV,0.034765767,0.082248793
MAT2B_Abcam,-0.135743483,0.182278808
TIMP1_Epitomics,-0.013882428,0.092949869
PPID_AvivaUV,0.115964937,0.078183278
KRT17_Novacastra,-0.028295538,0.082811773
ALDH7A1_AvivaUV,0.053256492,0.051663898
LPAR3_Abcam,0.028478671,0.156866321
DZIP1_AvivaUV,0.064042093,0.040322784
HOXC6_AvivaUV,0.008634111,0.031040825
PARP1 (Asp214 cleaved)_CSignal,0.035421513,0.059439538
TFAP2C_AvivaUV,0.007613755,0.086468576
HSPA6_AvivaUV,-0.107929022,0.066508025
CASP9 (Asp330 cleaved)_CSignal,0.001733562,0.072423977
EGFR_CSignal,0.018482842,0.093051341
EGFR (Y1068)_CSignal,0.084297669,0.056760386
MAP3K14_AvivaUV,0.024873381,0.027700835
EGFR_N.Maihle,0.016056859,0.031616579
EGFR (Y992)_CSignal,0.020479095,0.044827885
LPIN1_AvivaUV,0.051316152,0.0273816
CCL21_AvivaUV,0.001814445,0.035458353
ESR1_CSignal,0.018541652,0.023971198
CDC5L_AvivaUV,-0.059223159,0.047234267
CASP3 (Asp175 cleaved)_CSignal,-0.006124922,0.023565422
CASP6 (Asp162 cleaved)_CSignal,0.041428983,0.075193781
TAF12_AvivaUV,0.055660014,0.035976139
CASP7 (Asp198 cleaved)_CSignal,-0.05218993,0.036345117
HNRNPU_AvivaUV,0.016964035,0.048661271
MUC1_Abcam,-0.029496667,0.031480097
SFRS12_AvivaUV,-0.057676071,0.026007783
HSPA12B_AvivaUV,0.0478051,0.032706596
Empty,1.10E-05,0.125488324
Pafah1b2_Abcam,0.029337769,0.038440926
VEGFA_Abcam,0.001999579,0.069416765
KLK13_AvivaUV,0.079355254,0.049011686
PFAS_Abcam,0.049123283,0.10274558
POSTN_Abcam,0.015050233,0.024488717
NAP1L4_AvivaUV,0.047012487,0.017419149
CDC42EP5_Abcam,-0.001034963,0.013922571
PSMF1_AvivaUV,-0.029257404,0.193363699
HBA1_Abcam,0.019028877,0.032189399
MAP3K6_AvivaUV,0.03882024,0.022719417
RAB9A_Abcam,-0.017355659,0.058561671
TAF1L_AvivaUV,0.015166851,0.042539231
CST4_Abcam,0.115658844,0.075453198
MDM1_AvivaUV,0.015192379,0.030459446
SLC1A1_Abcam,0.027974905,0.028798223
PPIL3_AvivaUV,-0.026978344,0.081851216
ERBB2_CSignal,-0.017719966,0.030790011
FGF21_AvivaUV,0.047822206,0.130742956
LEFTY2_AvivaUV,0.06779837,0.065287312
RAB13_AvivaUV,-0.14132863,0.282548692
RPS6KA5 (T581)_CSignal,-0.005630619,0.034290584
MAPK14 (T180/Y182)_CSignal,0.032933783,0.073707123
CDS2_AvivaUV,0.03132037,0.087292335
MAP2K3 (S189/207)_CSignal,0.005601002,0.076225097
PPP2R5A_AvivaUV,0.134319972,0.212589128
ESR1 (S104/106)_CSignal,0.029656476,0.053152043
CLASP1_AvivaUV,0.014403883,0.01920015
ESR1 (S118)_CSignal,0.023697989,0.033529409
NMU_AvivaUV,0.012941426,0.027905188
ERBB2 (Y877)_CSignal,-0.020481853,0.031640607
SNX13_AvivaUV,0.096047274,0.070267182
APOL6_AvivaUV,-0.071279273,0.084444926
FGG_Abgent,0.006311078,0.029122268
GCAT_Abgent,0.005089491,0.035919945
ADAMTS19_AvivaUV,-0.000403961,0.04600325
DCPS_Abnova,0.032880696,0.037914549
RBBP4_Abnova,0.026087321,0.019524129
SFRS14_AvivaUV,-0.048805776,0.013020328
IGF2R_Abcam,0.061990316,0.064932794
MUC1_Abnova,0.045763656,0.043259322
APOF_AvivaUV,-0.066882665,0.046772174
CEACAM5_Abnova,-0.034134011,0.049298726
BAD_BD,0.023683969,0.029625931
ANP32A_Abnova,0.034367524,0.041549252
TFAP2E_AvivaUV,-0.012947459,0.045305172
PRDX3_Abcam,0.013873393,0.184608833
CLDN18_AvivaUV,0.091821823,0.06570902
ANXA4_Abcam,0.058019006,0.08424804
RGS20_AvivaUV,-0.056521909,0.060357949
F2_Abcam,0.029427824,0.074798116
NFKBIL1_AvivaUV,0.062156452,0.084617705
SERPINA3_AvivaUV,-0.001090559,0.038291696
LGALS8_AvivaUV,-0.011214128,0.076524082
MAPK1/3 (T202/Y204)_CSignal,0.053044655,0.066070789
RPS6KA2 (S380)_CSignal,-0.036038434,0.181008727
APOE_AvivaUV,0.129290035,0.067359122
MAP2K4 (T261)_CSignal,-0.050921747,0.076106141
CDKN1B_AvivaUV,-0.129764766,0.232792394
ATF2 (T71)_CSignal,-0.047582666,0.076173521
FGF1_AvivaUV,0.005061854,0.093989696
ATF2 (T71)_CSignal,-0.008577217,0.042200396
IL3_AvivaUV,0.158046738,0.152675127
JUN (S63)_CSignal,-0.011611774,0.057488493
SMAD5 (S463/465)_CSignal,0.003854597,0.041523879
NPY1R_AvivaUV,0.039770778,0.084093104
HSPB1 (S82)_CSignal,-0.021407496,0.050327184
MUC7_AvivaUV,-0.003490079,0.06010939
MAPKAPK2 (T334)_CSignal,-0.053220752,0.055002743
TAF11_AvivaUV,0.040581416,0.076097315
RAF1 (S338)_CSignal,0.021533061,0.132210948
CSNK1A1_AvivaUV,-0.009029132,0.027452221
BAG1_BD,-0.066998221,0.04502364
VDR_Abnova,0.065042955,0.073126423
BECN1_BD,-0.021247748,0.014117994
ANP32B_Abnova,0.033654858,0.028803843
BID_BD,0.022717647,0.035199116
DPM1_Abnova,-0.02198759,0.046516669
BID_BD,0.010654633,0.035609333
VPS25_Abnova,-0.02382803,0.117113015
EGFR_BD,-0.045446616,0.078966285
CTSE_Abnova,0.019752383,0.147928007
EGFR (activated)_BD,-0.000534281,0.089492483
EPHX1_Abnova,-0.042471186,0.059953837
SEPT5_Abnova,-0.013490195,0.040774646
MAPK3_BD,-0.036725601,0.137056074
DNAJC10_Abnova,0.040151108,0.103748994
MAPK1/3 (pT202/pY204)_BD,-0.044215816,0.069134868
DPP7_Abnova,-0.008794863,0.066426806
BAX_BD,-0.112292315,0.218964042
LAMB3_Abnova,-0.040108808,0.10748165
BCL2_BD,0.004996443,0.019414629
ANXA2_Abnova,0.024520505,0.092627093
BCL2L1_BD,-0.02721529,0.017512299
DDEF1_Abnova,-0.045353866,0.055869946
BCL2L1_BD,0.021823987,0.053539964
FGF9_AvivaUV,-0.025564686,0.055270569
SMAD2_CSignal,0.028311492,0.055066859
DLL3_AvivaUV,-0.026593164,0.136040184
SMAD1_CSignal,0.045066635,0.036117025
CDCA8_AvivaUV,-0.035104966,0.049554778
SDC2_AvivaUV,0.073043227,0.080749203
HOXC9_AvivaUV,0.018529562,0.034118499
WNT3A_CSignal,0.076680627,0.143610121
PSMB9_AvivaUV,-0.058422862,0.083119438
WNT5A_CSignal,-0.000403739,0.096009977
PEBP1_AvivaUV,-0.057177911,0.097536093
CDH11_AvivaUV,-0.011096863,0.030626933
KLK3_AvivaUV,-0.079464193,0.051909157
LIN28B_AvivaUV,-0.019319265,0.034792049
SMAD5_CSignal,0.013828499,0.029587115
CLDN5_AvivaUV,0.043745767,0.025021883
SMAD6_CSignal,0.074840549,0.035690481
TGFB3_AvivaUV,-0.001807665,0.09769217
S100A4_Abnova,-0.069826986,0.076017576
ITGA2_BD,-0.048701177,0.051470797
MUC5AC_Abnova,-0.086125884,0.057753636
ITGA3_BD,-0.078223013,0.035737975
SERPINH1_Abnova,-0.069729998,0.094906651
ITGA5_BD,-0.013294787,0.036174906
RRAS_Abnova,-0.049629873,0.069480362
ITGAL_BD,-0.024096288,0.05211199
LAMB3_Abnova,0.087668464,0.096956929
ITGAV_BD,-0.032043058,0.0860158
GMPS_Abnova,0.09216002,0.084559923
CROT_Abnova,0.062754028,0.123957685
ITGB1_BD,0.026732077,0.073937368
HISTH3D_Abnova,0.027242119,0.04075977
MDH1_Abnova,0.063528383,0.034024461
AKT1 (pS473/pS474)_BD,-0.04001251,0.157670304
PTMS_Abnova,0.041297397,0.028332845
STAT1_BD,-0.02430046,0.08922508
TACR1_Abnova,-0.018050116,0.019763555
STAT1 (pY701)_BD,-0.000935397,0.058175605
VEGFA_Abnova,0.00044863,0.027063032
FN1_BD,0.028179554,0.081022524
NEUROD2_AvivaUV,-0.146909215,0.246294845
AXIN1_CSignal,0.013211032,0.057020674
EFNA5_Abcam,-0.057870139,0.083650399
CSF1R_AvivaUV,0.068496556,0.040739634
ITGB1_Abcam,-0.008724893,0.028724426
CDX1_AvivaUV,-0.02009992,0.063357746
ITGB1_Abcam,0.054068887,0.082725867
CKAP2L_AvivaUV,-0.069024598,0.078308416
ITGB1_Epitomi,0.076205297,0.046072434
WNT5A_AvivaUV,-0.050753669,0.050935653
DVL2_CSignal,-0.002949927,0.081285412
ITGB1_Epitomi,0.014330285,0.047527914
NEUROD1_AvivaUV,-0.032391843,0.041901024
ABL1_Abcam,0.076339237,0.038569932
TMEFF2_AvivaUV,-0.000180625,0.03598257
DVL3_CSignal,-0.059872414,0.067652693
IL17RB_AvivaUV,-0.07798879,0.103236265
NKD1_CSignal,-0.058261625,0.044809041
MCM9_AvivaUV,-0.000475876,0.090595086
NKD2_CSignal,-0.074732339,0.17065702
ATOH7_AvivaUV,-0.007125626,0.064284689
CNOT7_Abnova,-0.018169491,0.067245957
FGF1_Abnova,-0.030108114,0.138121784
STAT1_BD,0.102769708,0.114931507
RALBP1_Abnova,-0.041645179,0.112083016
STAT1 (pY701)_BD,-0.04314347,0.055931625
IRGM_Abnova,-0.088311679,0.154192124
STAT3_BD,-0.016427177,0.023288617
AK3_Abnova,-0.008151812,0.071703211
STAT3 (pY705)_BD,-0.061470889,0.034151846
NDRG1_Abnova,0.05913174,0.044448375
GSTM5_Abnova,0.10332176,0.143100173
STAT5_BD,0.007678198,0.015160701
ALAD_Abnova,0.02563525,0.06301898
STAT5 (pY694)_BD,0.027688995,0.018233454
ELA3A_Abnova,-0.02402274,0.040402853
MAPK1/3 (pT202/pY204)_BD,0.046378775,0.019767001
NMI_Abnova,-0.029038244,0.013279072
MAPK8 (pan-JNK/SAPK1)_BD,-0.050692283,0.041407963
SPR_Abnova,0.021770994,0.062282172
MAPK8 (pT183/pY185)_BD,0.015289395,0.099850889
PPIE_Abnova,-0.046268389,0.070924243
MAPK14_BD,-0.051985452,0.064585734
GAS7_Sigma,0.053847527,0.01316096
SMAD4_AvivaUV,-0.070661138,0.037705084
DAPP1_Sigma,-0.035014374,0.006592648
RGS12_Sigma,-0.073465764,0.061797307
SIM1_AvivaUV,-0.021303675,0.026513199
ABL1_Hyprom,-0.042558008,0.065104257
CHGB_AvivaUV,0.040426761,0.079456895
NFKB2_Hyprom,-0.005386508,0.051063487
CLDN6_AvivaUV,-0.046999775,0.07711132
DCTD_Abnova,0.023378984,0.022738184
FAIM3_GenWay,-0.024909509,0.129172407
DVL2_AvivaUV,0.012542251,0.01292663
NDUFA10_Sigma,-0.029104143,0.035765706
AXIN1_AvivaUV,-0.027634064,0.078545238
gag_Sigma,-0.068907526,0.042892417
PA2G4_Aviva,-0.057637773,0.113315712
DUSP4_BD,0.006014268,0.022490569
UGT1A1_Aviva,-0.055791863,0.055577573
CRIP2_Aviva,-0.019460738,0.043706341
PTPN6_BD,0.013820965,0.058756726
HADHB_Aviva,0.002303994,0.024607662
PTPN11_BD,-0.057657195,0.035993514
SULT1C2_Aviva,0.02705138,0.067233899
PTPRA_BD,-0.091527524,0.053256823
IFI27_Abnova,-0.01964669,0.073072235
MUC1_Aviva,-0.041442422,0.063291611
PTPRB_BD,0.101950847,0.079947738
CEACAM6_Aviva,-0.022039754,0.066480689
SIRPA_BD,0.016061242,0.046405248
H2AFJ_Genetex,0.08347313,0.066979392
STAT6 (pY641)_BD,-0.043633572,0.079220344
FXYD3_Abnova,-0.051833328,0.071977907
PTPRC_BD,0.014074208,0.033916782
TFF1_Abnova,-0.023719719,0.135193579
CDKN3_BD,-0.029842081,0.03193366
PRDX3_Abnova,-0.098482596,0.056165731
PTPRF_BD,-0.00853578,0.101393755
CBPB2 (13D5)_GenWay,0.04546773,0.096678195
MCM8_AvivaUV,0.127091081,0.295943557
METTL3_GenWay,-0.010849704,0.028261477
PPP2R3B_AvivaUV,-0.060291363,0.029309217
TFDP2_Sigma,-0.031085402,0.026149329
MYO5A_Sigma,-0.023268975,0.145890898
RARRES3_AvivaUV,0.021954011,0.047847837
HLA-A/B/C_Sigma,0.026130601,0.17133126
CFL2_AvivaUV,-0.052885558,0.100962661
C4B (complement C4 gamma chain)_GenWay,0.03986106,0.028183063
MTA2_Sigma,-0.059853592,0.060937961
CAMTA2_AvivaUV,0.03090016,0.017567648
STK17A_Sigma,-0.069179317,0.069832398
ST6GALNAC2_AvivaUV,0.051524939,0.023083212
BMF_Sigma,0.0351437,0.018542625
RGS14_AvivaUV,-0.00354115,0.032658613
DSTN_GenWay,-0.005903563,0.166896443
NFKBIE_AvivaUV,0.017011689,0.014821932
DSTN_GenWay,-0.035911052,0.051555805
ANXA2_AvivaUV,0.015154639,0.026351216
CBPB2 (13C3)_GenWay,-0.031432761,0.032119232
EIF4A3_AvivaUV,-0.097452394,0.117342912
VHR_BD,0.030762675,0.040771981
DLAT_Abnova,0.010607088,0.129225999
TP53_BD,-0.010823113,0.032744001
LAD1_Abnova,0.00298662,0.067382879
RB1_BD,-0.021167977,0.032628706
MAT2A_Novus,0.017828361,0.22521946
RBL2_BD,0.047160773,0.185621497
NAGLU_Abnova,0.034526494,0.069927491
ARID4A_BD,-0.011503654,0.026817449
ARTN_Genway,0.049268328,0.054210613
CDH3_Novus,0.036686634,0.067759625
Akap12_BD,0.03486898,0.019765241
CYP2C8_Abnova,0.013021874,0.041454507
GSK3B_BD,0.060894188,0.033259405
COPB2_Novus,0.046242525,0.066080266
CUL2_BD,-0.068931581,0.144499123
MTMR11_Imgenex,-0.016721106,0.02347334
DLG1_BD,-0.004000555,0.104808082
ACADM_Novus,0.067356804,0.027519194
STIM1_BD,0.014505984,0.018952601
ANXA13_Abnova,-0.003546582,0.049547618
MCC_BD,0.066851735,0.022903797
ALDH1A1_Aviva,-0.037857046,0.014053339
ALOX12_Aviva,0.038323643,0.059302674
CEACAM5_ProteinTech,0.006998182,0.029848134
S100P_ProteinTech,0.045505201,0.089429222
ATP5D_Aviva,-0.084228243,0.095837219
LGALS2_ProteinTech,0.10915564,0.046402781
ATP6V1G1_Aviva,-0.034415548,0.061170767
BCL9L_Aviva,0.054880729,0.034820191
SCAMP2_ProteinTech,0.037326409,0.011022498
BCL9L_Aviva,0.087882263,0.025044293
STOML2_ProteinTech,-0.005149393,0.11838522
CA10_Aviva,0.113349098,0.101424615
CLDN4_Novus,-0.011782398,0.034987597
A2M_Aviva,-0.051256749,0.029436882
ERCC1_Novus,0.011008268,0.064933099
PSMB2_ProteinTech,0.022171156,0.048721885
AAMP_Aviva,-0.033100021,0.050633359
TFF1_ProteinTech,0.036222422,0.038716377
TLR2_Aviva,-0.031724748,0.053490011
STMN1 (S15)_SA6_Plate,0.004702119,0.023780667
Tsg101_Aviva,-0.023340185,0.021678659
TSG101_Aviva,-0.022551485,0.02332641
FKBP4_Novus,-0.046477538,0.0341695
TSG101_Aviva,-0.062894683,0.026209743
FKBP4_Novus,0.027833171,0.081569741
USF1_Aviva,0.021708179,0.160920889
GSK3B_Abnova,-0.03792016,0.060474248
THBS3_Aviva,-0.002525845,0.020212792
VWA2_Aviva,0.006399903,0.078891994
RPS5_Abnova,-0.093942671,0.036895695
GDF11_Abnova,0.008510499,0.082336388
WAS_Aviva,-0.063939166,0.023614125
UB_ChrisLoch,0.013289332,0.026196544
THBS3_Aviva,-0.0265864,0.022349747
JAK2 (Y1007)_SA6_Plate,0.10119328,0.077047977
TLR2_Aviva,-0.093232985,0.083990496
RPL22L1_Santa,-0.014967893,0.075098165
CD40LG_Aviva,-0.011743436,0.028565254
SPARC_Abnova,0.06711329,0.06394277
CDH23_Aviva,0.124301656,0.03781397
PGK1_Santa,0.00710918,0.034755228
CHUK_Aviva,0.024310508,0.094119624
JOSD2_ChrisLoch,0.054097251,0.10389585
CLCN3_Aviva,0.042498903,0.05214363
MAPK_CSignal,0.032638896,0.064461897
CSF3_Aviva,0.000257491,0.071743353
USP3_ChrisLoch,0.108475452,0.123828532
CALB1_Aviva,0.015305959,0.038900595
CSF3_Aviva,0.050814515,0.062542433
CTNNB1(S33/37/T41)_CSignal,-0.048557743,0.076195953
CSF3R_Aviva,0.036781815,0.048423589
KRT19_Dako,-0.069196206,0.03887322
CSF3R_Aviva,0.014502058,0.025882689
IQGAP2_Santa,0.009837875,0.019281381
CALML3_Aviva,0.016543492,0.085556761
MGST1_Santa,-0.000214655,0.027444662
CCNI_Aviva,0.037004366,0.029703869
PLBD2_Sigma,0.119752436,0.052941502
CD160_Aviva,0.001740033,0.048238944
MUC1_NeoMarkers,0.006862049,0.038640893
PTGES3_Abnova,0.034669214,0.087635716
ZIC3_Aviva,0.021843752,0.035307385
CCNE1_SA6_Plate,0.00020863,0.024896705
AAMP_Aviva,0.082112984,0.086410602
HOXA5_Abnova,-0.033398579,0.041409569
ACADS_Aviva,0.033214203,0.046063776
MGST1_Abnova,0.009594886,0.025960444
ACADS_Aviva,-0.07713468,0.075414331
NOV_R&D,-0.002801001,0.069506573
WHSC2_Aviva,0.062626293,0.044479094
ALDH1A1_Aviva,0.01050229,0.119566832
SERPIND1_R&D,0.027921682,0.024047822
ARFIP2_Aviva,0.07462736,0.029789258
KATNB1_SA6_Plate,-0.026167188,0.03419485
XRCC4_Aviva,0.041293799,0.02236015
PPP2CA_Epitomics,0.009914277,0.028449119
ZIC3_Aviva,-0.017182974,0.012152544
PTPRC_Epitomics,0.062779839,0.037106809
ZIC3_Aviva,0.090902254,0.067115886
CDKN1B_Santa,0.02696241,0.10936877
IGF1_Santa,0.031112025,0.071797027
CUX1_Aviva,-0.00779738,0.057081559
RAPGEF1_Santa,0.016009663,0.032307956
ERBB4_Santa,-0.031696668,0.139418559
HRAS_Santa,-0.002791625,0.019715143
FGFR2_Santa,0.017043381,0.058652713
DGCR6_Aviva,0.082059121,0.032379082
KRT18_Santa,-0.012343642,0.03675309
DNAL4_Aviva,0.038417331,0.017624942
DPYSL3_Aviva,0.04203154,0.048559543
CCND1_Santa,0.013800664,0.027696638
CUX1_Aviva,0.066664156,0.046117897
MET_Santa,0.018440934,0.174430672
CUX1_Aviva,0.054332429,0.031719639
CDKN1B_Santa,0.012449036,0.048470551
CALR3_Aviva,-0.01057585,0.040249097
TFF3_R&D,0.021465775,0.045036511
CCNI_Aviva,-0.040053847,0.06593302
CD2_Aviva,0.074151408,0.039261204
LGALS3BP_R&D,-0.008624274,0.060895713
CD40LG_Aviva,0.096291957,0.129153406
PTPRT_R&D,0.018490932,0.071438161
CDH23_Aviva,-0.097498189,0.105938629
CCL14_R&D,0.032800985,0.024098223
BCL2L1_Aviva,0.037688676,0.117579491
CLCN3_Aviva,0.059642612,0.039975454
PON3_R&D,0.027213723,0.105912106
CCL14_R&D,0.04589782,0.052148333
CYP3A43_Aviva,-0.031024664,0.058142342
IL24_R&D,0.037316815,0.042952785
CA10_Aviva,0.105503615,0.05633663
LCN1_R&D,0.056121911,0.054846286
CALB1_Aviva,0.086639171,0.036858147
CRHR1_R&D,0.080895514,0.109906214
CALML3_Aviva,0.131300842,0.089526196
PRDX6_R&D,-0.029875113,0.03213717
FAK_Santa,0.040611793,0.192138129
EPHB6_Aviva,-0.033653506,0.03218565
EGFR_Santa,-0.00836712,0.01483652
EPHB6_Aviva,-0.025649396,0.025300104
RAC1_Santa,0.023415478,0.03692085
FN1_Aviva,-0.05874832,0.055383905
SDC1_Santa,0.015524278,0.114898674
FN1_Aviva,0.060701012,0.112438987
ERBB3_Santa,-0.008965526,0.266702539
FN1_Aviva,0.067115602,0.068317941
SENP1_ChrisLoch,-0.047521681,0.239523202
EIF2C2_Aviva,-0.004311359,0.161261153
FN1_Aviva,-0.042123563,0.091250239
EPHA2_Santa,-0.033609182,0.275459526
FOLR3_Aviva,0.104068755,0.061038304
FOLR3_Aviva,-0.107664562,0.187754913
ATXN3_ChrisLoch,0.072291709,0.026832921
EIF2C2_Aviva,0.091373551,0.121567204
EGFR_Santa,-0.0651658,0.345408628
EPCAM_Aviva,0.041542295,0.073662758
CDK2_Santa,0.038383071,0.04403791
EPCAM_Aviva,-0.025696153,0.12266085
CDK4_Santa,0.073415904,0.091012293
STK4_R&D,-0.124547291,0.104206211
HSPA8_R&D,0.086432669,0.064495992
FOXA1_Aviva,0.057547539,0.058749579
FIGF_R&D,0.050802825,0.024190772
FOXO1_Aviva,-0.010312283,0.034889152
FABP1_R&D,-0.01441187,0.060510894
GABARAP_Aviva,-0.012380178,0.02211822
ENO2_R&D,0.024543317,0.127493775
CRHBP_R&D,0.091107714,0.023952581
CYP3A43_Aviva,-0.005377338,0.112472217
GAS7_Aviva,0.072969692,0.104315219
TNFRSF17_R&D,0.078940574,0.123024289
FABP1_R&D,0.030831869,0.075416213
DPYSL3_Aviva,-0.005292559,0.038290875
C2_R&D,0.038874382,0.040792727
DSCC1_Aviva,0.000648477,0.07611053
CD5L_R&D,0.070261543,0.04283364
FN1_Aviva,0.012796721,0.040310297
GRN_R&D,0.024862842,0.020324515
SERPINE1_Santa,0.007325179,0.03970084
FSHB_Aviva,0.057734405,0.021884119
CBL_Santa,0.023540877,0.06771158
GABARAP_Aviva,-0.000780427,0.133817069
GRB2_Santa,0.045853223,0.035988461
GAS7_Aviva,0.008207163,0.058122457
HOXD13_Aviva,0.095300855,0.083516192
CDH1_Abcam,0.043910521,0.406676867
HOXD13_Aviva,0.028722719,0.052610656
LGALS3_Abcam,0.018784682,0.121012127
IHH_Aviva,0.027591422,0.060481675
IHH_Aviva,-0.004609724,0.102827707
CDK6_Santa,0.004804408,0.053243118
RAF1_Santa,-0.028096077,0.068946239
FOXO1_Aviva,0.033997401,0.055658128
ESR1_Santa,0.004429566,0.009053894
